gene,seqname,Single_copy.Broc_Anan_Tilla.,Low_copy.Broc_Anan_Tilla.,High_copy.Broc_Anan_Tilla.,Diff_expressed_CAMC3,pos_selection_CAM_shifts,gene_families_CAMC3,Angiosperm_gene,CAM-related_Acomosus_Ming2015,stomata_func,aquaporin_reg,draught_res,markers,anthocyanin_SI_Ananas,circadian_metabolism_Wai2017,malateTransferase_Assimilation_Carbohydrates,fllavonoid_anthocyanin_Pitcairnia_PS,pos_sel_portullugo,glucogenesis_glycolysis,circadian_clock,type,average_exon_size,nr_exons_per_gene,total_exonic_size,min_exon_size
Aco014241,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1601,1,1601,1601
Aco014257,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1331,2,2662,736
Aco014274,LG05,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,210.8,5,1054,94
Aco014278,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,843.3333333,3,2530,161
Aco014285,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,350.75,4,1403,256
Aco014286,LG05,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,2027.5,2,4055,1669
Aco014301,LG05,no,yes,no,NA,NA,NA,NA,,,,,,,,,ALB_L_flavonoid glucosyl-transferase,NA,,,NA,790.5,2,1581,647
Aco014304,LG05,no,yes,no,NA,NA,NA,NA,,,,,,,,,ALB_L_flavonoid glucosyl-transferase,NA,,,NA,1457,1,1457,1457
Aco014314,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,359,4,1436,210
Aco014315,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1883,1,1883,1883
Aco014317,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,yes,NA,NA,,,03_VATPase,222,4,888,77
Aco014321,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,3179,1,3179,3179
Aco014334,LG05,no,yes,no,NA,NA,NA,NA,,,,,,,,,ALB_L_cyanidin 3-o-rutinoside 5-o-glucosyltransferase,NA,,,NA,313.8076923,26,8159,50
Aco014342,LG05,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,163.6666667,9,1473,38
Aco014347,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_CircadianOscillator_GIGANTEA_09_Circadian_clock,277.0666667,15,4156,54
Aco014352,LG05,no,yes,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_StomatalMovement_Syntaxin_plant_121,746,2,1492,589
Aco014364,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,534,3,1602,355
Aco014393,LG07,no,no,yes,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,471,2,942,235
Aco014402,LG07,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,200.5,10,2005,72
Aco014404,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1619,1,1619,1619
Aco014406,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,254.5,6,1527,68
Aco014415,LG07,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,432.5,4,1730,135
Aco014417,LG07,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,125.8461538,13,1636,48
Aco014433,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,549.2,5,2746,117
Aco014452,LG07,no,yes,no,NA,NA,NA,NA,,,,,,,,yes,NA,NA,,,04_Oxygen_evolving_enhancer_OEE,250,3,750,98
Aco014474,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1259,1,1259,1259
Aco014488,LG07,yes,no,no,NA,yes,NA,NA,yes,,,,,,,,NA,NA,,,00_#38_Pentatricopeptide,720.75,4,2883,376
Aco014493,LG07,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,482.6666667,3,1448,445
Aco014555,LG20,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,03_VATPase,387,3,1161,251
Aco014579,LG08,yes,no,no,NA,NA,NA,6746,,,,,,,,yes,NA,NA,,,NA,246,4,984,71
Aco014581,LG08,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,227.5555556,9,2048,98
Aco014582,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,421.5,4,1686,142
Aco014590,LG08,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,Populus trichocarpa hypothetical protein (POPTR_0002s25930g) mRNA_ complete cds,,,NA,211,4,844,41
Aco014592,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,345.4,5,1727,125
Aco014603,LG08,no,no,yes,NA,NA,NA,NA,,,,,yes,,,,NA,NA,,,00_#MB_RPB2,177.44,25,4436,44
Aco014616,LG08,yes,no,no,NA,NA,NA,6500,,,,,,,,,NA,NA,,,NA,227.8,10,2278,90
Aco014628,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1697,1,1697,1697
Aco014682,LG20,NA,NA,NA,NA,NA,NA,NA,,,,,,,,yes,NA,NA,,,04_Oxygen_evolving_enhancer_OEE,186.5,2,373,98
Aco014690,LG20,no,yes,no,NA,NA,NA,NA,yes,,,,,,,,NA,PREDICTED: Beta vulgaris subsp. vulgaris malate dehydrogenase_ chloroplastic-like (LOC104908004)_ transcript variant X2_ mRNA,,,00_#22_Malate_dehydrogenase,766,2,1532,11
Aco014693,LG20,no,yes,no,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,230.8,5,1154,61
Aco014697,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,528.8,5,2644,160
Aco014716,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1874,1,1874,1874
Aco014745,LG20,yes,no,no,NA,NA,NA,5551,,,,,,,,,NA,NA,,,NA,147.5,12,1770,46
Aco014753,LG20,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,320,5,1600,47
Aco014755,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,782.5,2,1565,684
Aco014770,LG20,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,1319,1,1319,1319
Aco014781,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,287.6666667,3,863,215
Aco014791,LG20,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,369.1666667,6,2215,222
Aco014801,LG14,yes,no,no,NA,NA,NA,5318,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,174.375,8,1395,62
Aco014810,LG14,no,yes,no,NA,NA,NA,5296,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,156.3636364,11,1720,34
Aco014831,LG14,no,no,yes,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,267.6470588,17,4550,56
Aco014837,LG14,NA,NA,NA,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,287,1,287,287
Aco014842,LG14,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,568,3,1704,178
Aco014855,LG14,yes,no,no,NA,NA,NA,5304,,,,,,,,,NA,NA,,,NA,116.5555556,9,1049,45
Aco014864,LG14,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,310.6666667,6,1864,122
Aco014875,LG14,no,yes,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,704,1,704,704
Aco014884,LG14,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,275.4,5,1377,210
Aco014888,LG14,yes,no,no,NA,NA,NA,NA,,,,,,,,,ALB_F_anthocyanidin reductase,NA,yes,,10_Glucogenesis_specific_dayC3,175.5,6,1053,144
Aco014895,LG14,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,195.4,5,977,55
Aco014899,LG14,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,153,13,1989,48
Aco014931,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,143.25,8,1146,53
Aco014937,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,792.3333333,3,2377,446
Aco014942,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1172,1,1172,1172
Aco014951,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,311.1428571,7,2178,150
Aco014959,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1385,1,1385,1385
Aco014967,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1132.5,2,2265,570
Aco015009,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,360.1666667,6,2161,215
Aco015014,LG04,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1310,1,1310,1310
Aco015020,LG04,yes,no,no,NA,NA,NA,5528,,,,,,,,,NA,NA,,,NA,118.9130435,23,2735,38
Aco015031,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,903.5,2,1807,345
Aco015035,LG13,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,515,3,1545,423
Aco015042,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,730.3333333,3,2191,172
Aco015045,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,986.5,2,1973,954
Aco015047,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,371.6666667,3,1115,269
Aco015060,LG01,no,yes,no,NA,NA,NA,6732,,,,,,,,,NA,NA,,,NA,255.125,16,4082,41
Aco015072,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,656,2,1312,366
Aco015073,LG01,no,yes,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,254.8,15,3822,14
Aco015090,LG01,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,252.3,10,2523,94
Aco015107,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,459.3333333,3,1378,130
Aco015108,LG01,yes,no,no,NA,NA,NA,5642,,,,,,,,,NA,NA,,,NA,101.3,10,1013,22
Aco015128,LG24,yes,no,no,NA,yes,NA,4848,,,,,,,,,NA,NA,,,NA,405.8571429,7,2841,136
Aco015141,LG24,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,384.3333333,3,1153,360
Aco015171,LG05,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Glycine max kinesin-4-like (LOC100777089)_ transcript variant X4_ mRNA,,,NA,204.5238095,21,4295,21
Aco015180,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,390.6666667,3,1172,209
Aco015184,LG05,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,123.9285714,14,1735,40
Aco015194,LG05,NA,NA,NA,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01b_Abscisic_acid_signal,315.5,2,631,17
Aco015197,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,272.4,5,1362,121
Aco015198,LG05,no,yes,no,NA,NA,yes,NA,,,,,,,,,NA,NA,,,NA,842,2,1684,378
Aco015199,LG05,no,yes,no,NA,NA,yes,NA,,,,,,,,,NA,NA,,,NA,907,3,2721,207
Aco015201,LG05,yes,no,no,NA,NA,NA,5430,,,,,,,,,NA,NA,,,NA,193.2857143,7,1353,68
Aco015211,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,576,2,1152,564
Aco015226,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_ProtonPump_VHA-B_03_VATPase,128.5333333,15,1928,47
Aco015235,LG05,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,623,2,1246,566
Aco015240,LG05,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,313,4,1252,31
Aco015263,LG20,yes,no,no,NA,NA,NA,6050,,,,,,,,,NA,NA,,,NA,123.5833333,12,1483,56
Aco015297,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,611,2,1222,235
Aco015298,LG20,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,176.7857143,14,2475,44
Aco015317,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,240.2,5,1201,111
Aco015319,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,299,4,1196,159
Aco015324,LG20,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,316,9,2844,38
Aco015329,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,830.6666667,3,2492,549
Aco015338,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,384.3333333,3,1153,136
Aco015340,LG20,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,564.5,2,1129,525
Aco015349,LG20,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,345,5,1725,199
Aco015352,LG20,yes,no,no,NA,NA,NA,7194,,,,,,,,,NA,NA,,,NA,85.54545455,11,941,44
Aco015377,LG23,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,975.5,2,1951,887
Aco015387,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2051,1,2051,2051
Aco015404,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,916,2,1832,852
Aco015411,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,714.5,2,1429,456
Aco015420,LG23,yes,no,no,NA,NA,NA,5064,,,,,,,,,NA,NA,,,NA,226,3,678,105
Aco015422,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1973,1,1973,1973
Aco015434,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1448,1,1448,1448
Aco015436,LG23,no,yes,no,NA,yes,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,244,7,1708,85
Aco015443,LG23,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1337,1,1337,1337
Aco015453,LG23,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,152.6666667,9,1374,75
Aco015495,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,218.5714286,7,1530,114
Aco015513,LG03,yes,no,no,NA,NA,NA,5090,,,,,,,,,NA,NA,,,NA,117.5,2,235,2
Aco015521,LG03,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,659,1,659,659
Aco015530,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,396.6,5,1983,119
Aco015541,LG03,no,yes,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_StomatalMovement_Carbon_dioxide_insensitive3_CDI3_11_Glycolysis_night_C4_malate_pathway,581,3,1743,384
Aco015546,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1421,1,1421,1421
Aco015555,LG03,no,yes,no,yes,yes,NA,NA,,,,,,,,,NA,NA,,,NA,251.3333333,12,3016,55
Aco015577,LG03,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,PREDICTED: Oryza sativa Japonica Group homeobox-leucine zipper protein ROC7 (LOC4344614)_ mRNA,,,NA,281,9,2529,101
Aco015588,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,580,2,1160,274
Aco015589,LG03,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,137,4,548,52
Aco015592,LG03,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,356.6,5,1783,140
Aco015593,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,544.7142857,7,3813,126
Aco015658,LG19,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,199,9,1791,112
Aco015685,LG19,no,yes,no,NA,NA,NA,4932,,,,,,,,,NA,NA,,,NA,195.4444444,9,1759,51
Aco015711,LG19,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,395,4,1580,41
Aco015727,LG09,no,yes,no,NA,yes,NA,5502,,,,,,,,,NA,NA,,,NA,127.6818182,22,2809,33
Aco015741,LG09,yes,no,no,NA,NA,yes,NA,,,,,,,,,NA,NA,,,NA,947,1,947,947
Aco015760,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,124.4166667,12,1493,40
Aco015761,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2480,1,2480,2480
Aco015775,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,727.5,2,1455,350
Aco015779,LG09,no,yes,no,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_HexoseTransporter_MSSP-like_transporter,484.2857143,7,3390,124
Aco015799,LG09,yes,no,no,NA,NA,NA,5594,,,,,,,,,NA,NA,,,NA,382.6666667,3,1148,296
Aco015842,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,114.3846154,13,1487,36
Aco015885,LG01,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,451.6666667,3,1355,227
Aco015977,LG22,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,625.6666667,3,1877,122
Aco016004,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,381.5,4,1526,144
Aco016014,LG22,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,720.5,2,1441,57
Aco016019,LG22,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,234.5,6,1407,136
Aco016029,LG22,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,608.25,4,2433,269
Aco016047,LG21,yes,no,no,NA,NA,NA,7273,,,,,,,,,NA,NA,,,NA,108.5,10,1085,53
Aco016057,LG21,yes,no,no,NA,NA,NA,7028,,,,,,,,,NA,NA,,,NA,220.25,4,881,69
Aco016070,LG21,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,114.2142857,14,1599,36
Aco016080,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,838.5,2,1677,194
Aco016087,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1165.5,2,2331,124
Aco016103,LG21,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,833.5,2,1667,696
Aco016112,LG21,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,Populus trichocarpa adenosylhomocysteinase family protein (POPTR_0017s08610g) mRNA_ complete cds,,,NA,508,4,2032,357
Aco016139,LG21,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,2228,1,2228,2228
Aco016151,LG21,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,280,5,1400,102
Aco016200,LG17,yes,no,no,NA,NA,NA,NA,,,,,,yes,,,ALB_F_chalcone synthase,NA,,,00_#Ming2019_Anthocyanin_biosynthesis,407,4,1628,155
Aco016245,LG17,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2318,1,2318,2318
Aco016255,LG03,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,416,3,1248,22
Aco016258,LG03,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,156.4444444,9,1408,69
Aco016261,LG03,no,yes,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,602,1,602,602
Aco016318,LG03,yes,no,no,NA,NA,yes,NA,,,,,,,,,NA,NA,,,NA,551,2,1102,462
Aco016323,LG03,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,661.5,2,1323,203
Aco016352,LG03,yes,no,no,NA,NA,NA,5660,,,,,,,,,NA,NA,,,NA,162.5,6,975,51
Aco016357,LG03,no,yes,no,NA,NA,NA,NA,,,yes,,,,,,NA,NA,,,02_Aquaporins,272,3,816,132
Aco016360,LG03,yes,no,no,NA,yes,NA,7024,,,,,,,,,NA,NA,,,NA,151.75,4,607,34
Aco016390,LG10,yes,no,no,yes,NA,NA,NA,,,,,,,,,NA,NA,yes,,11_Glycolysis_night_C4_malate_pathway,175.5,8,1404,38
Aco016393,LG10,no,yes,no,NA,NA,NA,NA,,,,,,,,,ALB_F_isoflavone reductase,NA,,,NA,209.2857143,7,1465,46
Aco016395,LG10,yes,no,no,NA,NA,NA,5639,,,,,,,,,NA,NA,,,NA,242.2857143,7,1696,91
Aco016429,LG10,yes,no,no,NA,NA,NA,NA,yes,,,,,,,,NA,NA,,,00_#12_10_Glucogenesis_specific_dayC3,192.9473684,19,3666,61
Aco016437,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1568,1,1568,1568
Aco016438,LG10,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,730.3333333,3,2191,167
Aco016511,LG11,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,384,3,1152,227
Aco016554,LG11,no,no,yes,NA,NA,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_StomatalMovement_Phospholipase_Da1,493.9,10,4939,74
Aco016562,LG09,yes,no,no,NA,NA,NA,5116,,,,,,,,,NA,NA,,,NA,241.875,8,1935,86
Aco016569,LG09,no,yes,no,NA,NA,NA,NA,yes,,,,,,,,NA,PREDICTED: Beta vulgaris subsp. vulgaris NAD-dependent malic enzyme 59 kDa isoform_ mitochondrial (LOC104888560)_ mRNA,,,00_#10_Glucogenesis_specific_dayC3,112.3,20,2246,22
Aco016575,LG09,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,929,2,1858,707
Aco016607,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,369.6666667,3,1109,200
Aco016636,LG08,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,218.1666667,6,1309,120
Aco016649,LG08,yes,no,no,NA,yes,NA,NA,,,,,,,yes,,NA,NA,,,00_#W_CircadianOscillator_CCA1/LHY,352,8,2816,61
Aco016654,LG08,NA,NA,NA,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,614,1,614,614
Aco016662,LG08,yes,no,no,NA,yes,NA,NA,,,,,,,,,NA,NA,,,NA,1628,1,1628,1628
Aco016690,LG17,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1406,1,1406,1406
Aco016697,LG17,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,742,4,2968,160
Aco016708,LG17,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,743,2,1486,272
Aco016710,LG17,no,no,yes,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,564,2,1128,356
Aco016712,LG17,no,no,yes,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,749,2,1498,359
Aco016722,LG17,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,402,3,1206,145
Aco016727,LG17,NA,NA,NA,NA,NA,NA,NA,yes,,,,,,,,NA,NA,,,00_#18_Malate_dehydrogenase,249.5,4,998,182
Aco016732,LG17,no,yes,no,NA,NA,NA,6462,,,,,,,,,NA,NA,,,NA,203.1111111,9,1828,33
Aco016748,LG17,no,yes,no,NA,NA,NA,NA,,yes,,,,,,,NA,NA,,,01d_Auxin_reponse_factor,514.6666667,3,1544,195
Aco016764,LG17,yes,no,no,NA,NA,NA,NA,,,,yes,,,,,NA,NA,,,06_Drough_resistance_genes_LEA,355.2,5,1776,55
Aco016768,LG17,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,1547,1,1547,1547
Aco016769,LG17,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,367.5,4,1470,266
Aco016773,LG17,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,371.1428571,7,2598,32
Aco016774,LG17,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,229.8571429,7,1609,112
Aco016784,LG17,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,2372,1,2372,2372
Aco016803,LG04,no,yes,no,NA,NA,NA,5131,,,,,,,,,NA,NA,,,NA,272.1428571,7,1905,90
Aco016807,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,633.3333333,3,1900,216
Aco016809,LG04,no,yes,no,yes,NA,NA,NA,,,,,,,,,NA,NA,,,NA,323.1666667,6,1939,123
Aco016819,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,190.2857143,7,1332,36
Aco016848,LG04,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,347.1428571,7,2430,37
Aco016862,LG04,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,411,4,1644,224
Aco016876,LG04,yes,no,no,NA,NA,NA,6685,,,,,,,,,NA,NA,,,NA,152.6363636,11,1679,49
Aco016888,LG02,no,yes,no,NA,NA,NA,5921,,,,,,,,,NA,NA,,,NA,150.6296296,27,4067,60
Aco016897,LG02,no,no,yes,NA,NA,NA,NA,,,,,,,,,NA,NA,yes,,10_Glucogenesis_specific_dayC3,437.8,5,2189,267
Aco016898,LG02,yes,no,no,NA,NA,NA,NA,,,,,,,,,NA,NA,,,NA,253.8,5,1269,111
Aco016907,LG02,no,yes,no,NA,NA,NA,5596,,,,,,,,,NA,NA,,,NA,425.3333333,12,5104,45
